"Regulon"	"Size"	"NES"	"p.value"	"FDR"	"Synergy"	"Ledge"
"TSC22D3"	"TSC22D3"	36	-1.06	0.29	0.62	NA	"MT1M, KLF6, KLF2, SMCO4, + 10 genes"
"NR4A3"	"NR4A3"	28	-1.06	0.29	0.62	NA	"UBC, RMND1, TSC22D2, ATF3, + 14 genes"
"CTCF"	"CTCF"	62	-1.06	0.29	0.62	NA	"TAF1, TAB2, CUL3, SMC3, + 44 genes"
"KAT7"	"KAT7"	95	-1.06	0.289	0.62	NA	"SLC41A1, CEBPB, PRRX2, ZC3H14, + 65 genes"
"ZNF484"	"ZNF484"	28	-1.06	0.289	0.62	NA	"C1orf122, NFAT5, POLR2I, NSUN5, + 19 genes"
"ZNF81"	"ZNF81"	63	-1.06	0.288	0.62	NA	"ARID2, DPP8, TRAPPC10, PCNX1, + 52 genes"
"CLOCK"	"CLOCK"	77	-1.07	0.287	0.62	NA	"INTS6, LSM7, CST3, HRAS, + 54 genes"
"EBF3"	"EBF3"	75	-1.08	0.281	0.618	NA	"EPAS1, GDF7, JAM2, FAM162B, + 50 genes"
"ZNF460"	"ZNF460"	65	-1.08	0.28	0.618	NA	"PTPN11, NFYA, PSMC3, PEX16, + 44 genes"
"ZNF410"	"ZNF410"	34	-1.08	0.278	0.617	NA	"TAF1, RTL8B, ACOT8, HBP1, + 26 genes"
"ZFP30"	"ZFP30"	30	-1.09	0.277	0.616	NA	"ZNF260, ZNF624, ZNF557, ZFP1, + 21 genes"
"ZNF236"	"ZNF236"	105	-1.09	0.277	0.616	NA	"TSR3, PSMB6, PSMC3, CHD9, + 80 genes"
"ZFP64"	"ZFP64"	84	-1.09	0.276	0.616	NA	"METTL13, IFRD1, NASP, ERCC5, + 55 genes"
"AHCTF1"	"AHCTF1"	33	-1.1	0.273	0.616	NA	"GSDMD, SEC31A, MFSD5, DAGLB, + 20 genes"
"SOX6"	"SOX6"	111	-1.1	0.27	0.612	NA	"UNC13D, RCOR3, ABHD4, RFTN1, + 70 genes"
"RXRB"	"RXRB"	115	-1.11	0.265	0.603	NA	"CPLANE2, OGFOD2, TRIM52-AS1, TMUB2, + 77 genes"
"ZNF775"	"ZNF775"	139	-1.12	0.261	0.596	NA	"DCXR, CCDC167, FBXO28, DPCD, + 104 genes"
"PRRX1"	"PRRX1"	129	-1.15	0.252	0.587	NA	"PIP4P2, MYBL1, NRXN2, ALDH1L2, + 50 genes"
"ZFP41"	"ZFP41"	52	-1.15	0.251	0.587	NA	"ERGIC2, MCMBP, MZF1-AS1, SLC45A4, + 31 genes"
"ZNF253"	"ZNF253"	30	-1.15	0.248	0.584	NA	"ZNF772, ZNF197, ZNF624, RCBTB1, + 22 genes"
"TSC22D2"	"TSC22D2"	97	-1.17	0.241	0.568	NA	"REL, ALG8, HMGCL, PHB, + 71 genes"
"NFYC"	"NFYC"	108	-1.18	0.24	0.566	NA	"MAP3K7, TMEM242, LINC02001, LINC00467, + 68 genes"
"RC3H2"	"RC3H2"	78	-1.18	0.238	0.564	NA	"NDUFB10, SLC25A39, CCDC124, NUBP2, + 65 genes"
"ZNF141"	"ZNF141"	44	-1.18	0.238	0.564	NA	"ZNF33A, EYS, SEC13, ZNF236, + 29 genes"
"ZNF471"	"ZNF471"	26	-1.18	0.237	0.564	NA	"MAATS1, ZNF37BP, GATAD1, ATG14, + 17 genes"
"ZNF75A"	"ZNF75A"	82	-1.19	0.234	0.562	NA	"LAMP1, LUC7L2, MYH3, PHF11, + 51 genes"
"ZNF546"	"ZNF546"	59	-1.19	0.233	0.562	NA	"REXO2, COQ2, BDNF-AS, CRBN, + 39 genes"
"ETV3"	"ETV3"	51	-1.2	0.23	0.56	NA	"URB2, NFYA, PEX16, PSMB3, + 34 genes"
"MXI1"	"MXI1"	111	-1.2	0.23	0.56	NA	"ENPP5, TMEM38B, FAM184A, TSR2, + 67 genes"
"ZNF763"	"ZNF763"	98	-1.21	0.225	0.553	NA	"DRC3, C6orf203, P2RY2, TRIT1, + 80 genes"
"ZNF354A"	"ZNF354A"	35	-1.22	0.224	0.553	NA	"TBC1D25, FAM200A, HELZ2, ZNF18, + 25 genes"
"DNMT3B"	"DNMT3B"	60	-1.22	0.222	0.549	NA	"CDC42EP4, SH3BP5-AS1, ABCB7, NR6A1, + 40 genes"
"ADNP2"	"ADNP2"	120	-1.23	0.219	0.546	NA	"GADD45GIP1, MTDH, LSM7, PSMB3, + 94 genes"
"GATAD1"	"GATAD1"	99	-1.23	0.218	0.546	NA	"SBDSP1, NSG1, HSF4, NDUFA10, + 66 genes"
"CREB1"	"CREB1"	44	-1.23	0.217	0.546	NA	"VPS4B, MBNL3, ADAM10, MMP24OS, + 32 genes"
"ZNF333"	"ZNF333"	42	-1.24	0.214	0.541	NA	"ZNF337, ZNF439, PHC1, ZNF558, + 33 genes"
"ZNF611"	"ZNF611"	63	-1.24	0.214	0.541	NA	"BCAP31, APAF1, STUB1, ENTPD7, + 45 genes"
"ZNF614"	"ZNF614"	44	-1.24	0.213	0.541	NA	"CREB3L1, KLHL15, ZNF772, ZNF660, + 30 genes"
"NR1H3"	"NR1H3"	140	-1.25	0.212	0.541	NA	"SNAI3-AS1, EXOC6B, STK3, LMBR1, + 64 genes"
"SIM2"	"SIM2"	46	-1.25	0.21	0.537	NA	"NUDT13, DIAPH1, BFSP1, EEF2, + 25 genes"
"ZNF154"	"ZNF154"	48	-1.26	0.208	0.536	NA	"CHD2, RBM25, RNF217, MYSM1, + 36 genes"
"MBD1"	"MBD1"	35	-1.26	0.208	0.536	NA	"GEMIN4, METAP1D, TMEM161B, COLCA2, + 16 genes"
"ZMYM2"	"ZMYM2"	70	-1.26	0.208	0.536	NA	"PES1, PAN3, USP47, ZNF141, + 52 genes"
"ZNF616"	"ZNF616"	43	-1.26	0.208	0.536	NA	"SMG7, GID4, TULP4, ZNF526, + 33 genes"
"ZNF12"	"ZNF12"	33	-1.26	0.206	0.536	NA	"ZNF260, ZNF772, ATMIN, TADA1, + 26 genes"
"ZNF660"	"ZNF660"	28	-1.27	0.204	0.532	NA	"ENO1, SMG5, ZC3H12B, RTCA, + 10 genes"
"ZFP2"	"ZFP2"	45	-1.28	0.202	0.529	NA	"ZNF182, ZNF577, LINC02021, HLA-DRB1, + 33 genes"
"CRAMP1"	"CRAMP1"	47	-1.29	0.198	0.52	NA	"INTS3, LINC02210, POFUT2, PSMD14, + 32 genes"
"ZNF776"	"ZNF776"	32	-1.3	0.193	0.516	NA	"ATP6V1E1, SENP7, SCAND2P, ZC3H11A, + 21 genes"
"TGIF2"	"TGIF2"	84	-1.3	0.193	0.516	NA	"FBXO32, USP11, SMARCAL1, SLC6A13, + 45 genes"
"ZC3H15"	"ZC3H15"	98	-1.31	0.191	0.515	NA	"NKIRAS1, RINT1, MTREX, C11orf54, + 53 genes"
"MEF2C"	"MEF2C"	44	-1.33	0.183	0.495	NA	"PNRC1, LIX1L, PSMD2, C2CD2, + 19 genes"
"ATF7"	"ATF7"	29	-1.35	0.178	0.487	NA	"ZKSCAN8, TP53RK, DTYMK, RPL26, + 19 genes"
"ZNF800"	"ZNF800"	71	-1.36	0.175	0.482	NA	"TRIM23, OTUD4, FAM135A, STK16, + 54 genes"
"ZNF225"	"ZNF225"	39	-1.36	0.175	0.482	NA	"ZNF223, ZNF284, ZNF175, CARD8, + 33 genes"
"ZNF140"	"ZNF140"	27	-1.36	0.173	0.482	NA	"SBDSP1, MED6, ZNF84, ARMCX5-GPRASP2, + 19 genes"
"ZNF507"	"ZNF507"	26	-1.37	0.172	0.482	NA	"KMT2C, ZNF585A, SPAG4, CCDC93, + 16 genes"
"SOX15"	"SOX15"	57	-1.37	0.171	0.482	NA	"OBSL1, EFHC1, THOC1, SGSM2, + 39 genes"
"MAFG"	"MAFG"	51	-1.38	0.168	0.479	NA	"ERCC5, IDH3A, RALGAPA2, LINC00513, + 30 genes"
"KLF3"	"KLF3"	30	-1.38	0.166	0.475	NA	"PSMB4, ANKRD50, TMEM219, TRMT112, + 20 genes"
"ARID1B"	"ARID1B"	67	-1.39	0.165	0.474	NA	"ELMSAN1, RPS16, RPS15A, RPL32, + 59 genes"
"NFATC2"	"NFATC2"	42	-1.39	0.164	0.474	NA	"RCSD1, ANKRD33B, TNFAIP3, CEP128, + 32 genes"
"NFE2L1"	"NFE2L1"	130	-1.39	0.163	0.474	NA	"PSME2, HDLBP, PTPN3, RABEP1, + 94 genes"
"ZEB1"	"ZEB1"	97	-1.41	0.158	0.466	NA	"CDK6, NPR2, ZEB2, TPRN, + 51 genes"
"ZNF844"	"ZNF844"	29	-1.41	0.158	0.466	NA	"TLK2, ZNF57, NKAPD1, DYM, + 18 genes"
"ZBTB1"	"ZBTB1"	42	-1.42	0.156	0.462	NA	"ELOF1, VPS13B, CSNK2B, EIF5A, + 32 genes"
"ZNF273"	"ZNF273"	39	-1.43	0.153	0.459	NA	"FZD3, SARS, SGIP1, SNURF, + 26 genes"
"PLAGL1"	"PLAGL1"	105	-1.44	0.15	0.454	NA	"SERPINB9, DOCK8, PRPF38B, COLEC12, + 57 genes"
"PPARA"	"PPARA"	80	-1.44	0.15	0.454	NA	"TUG1, ST13, GIGYF2, TTLL12, + 62 genes"
"ZSCAN1"	"ZSCAN1"	123	-1.44	0.149	0.454	NA	"TRIM35, DIS3L2, ID2-AS1, LOX, + 84 genes"
"THAP12"	"THAP12"	38	-1.45	0.147	0.452	NA	"C3orf38, DDX18, ZNF131, VAMP1, + 17 genes"
"ZNF445"	"ZNF445"	30	-1.45	0.146	0.451	NA	"RFX7, POMP, KMT2D, ZFP90, + 24 genes"
"ZNF845"	"ZNF845"	54	-1.47	0.142	0.446	NA	"MED1, SMG8, SMCR8, ZNF669, + 43 genes"
"ZNF619"	"ZNF619"	35	-1.47	0.141	0.445	NA	"CEP63, DNAJC11, ZFP64, TMLHE, + 25 genes"
"TCF4"	"TCF4"	63	-1.47	0.141	0.445	NA	"OPN1SW, CCDC50, QKI, ADPRH, + 26 genes"
"ZNF521"	"ZNF521"	34	-1.48	0.14	0.444	NA	"RERE, C14orf132, ATP6V1E1, S100A14, + 17 genes"
"TBP"	"TBP"	40	-1.48	0.139	0.443	NA	"MCEE, DFFB, ZNF169, CLCN6, + 29 genes"
"ZNF483"	"ZNF483"	34	-1.48	0.139	0.443	NA	"CENPW, ZBTB4, GINS3, ARMCX4, + 21 genes"
"RREB1"	"RREB1"	30	-1.48	0.138	0.443	NA	"HOMER1, CTNND1, FUBP3, ARHGEF9, + 21 genes"
"HSF2"	"HSF2"	32	-1.49	0.137	0.442	NA	"ACAA2, ETAA1, TECPR1, ZNF131, + 16 genes"
"ZSCAN29"	"ZSCAN29"	25	-1.49	0.136	0.44	NA	"CCDC93, CHID1, NBPF12, TSTD2, + 15 genes"
"CREBRF"	"CREBRF"	28	-1.5	0.134	0.438	NA	"YIF1B, SAC3D1, LRFN4, FAM172A, + 18 genes"
"MGA"	"MGA"	130	-1.5	0.134	0.438	NA	"FAM169A, GUK1, PSMA7, CLPP, + 111 genes"
"ZNF329"	"ZNF329"	48	-1.5	0.133	0.437	NA	"FITM2, SURF4, ATP9B, MBTPS1, + 39 genes"
"SOX9"	"SOX9"	28	-1.5	0.133	0.436	NA	"ST6GALNAC2, ACAD9, RHOBTB2, TENM4, + 8 genes"
"THRB"	"THRB"	92	-1.51	0.13	0.435	NA	"HIST1H1C, CCDC137, KANK1, SFXN5, + 57 genes"
"HESX1"	"HESX1"	53	-1.54	0.123	0.417	NA	"TMED6, CCT6B, ELOA-AS1, ZBED8, + 32 genes"
"ZNF41"	"ZNF41"	136	-1.54	0.122	0.417	NA	"TIRAP, ARPC4, KIAA2026, TMEM179B, + 103 genes"
"TADA2A"	"TADA2A"	83	-1.58	0.115	0.394	NA	"ZNF3, CWC25, AMZ2P1, ZNF324, + 64 genes"
"JAZF1"	"JAZF1"	62	-1.59	0.112	0.385	NA	"MARVELD1, EPS8L2, DYNC1I1, ETFRF1, + 30 genes"
"ZNF91"	"ZNF91"	45	-1.59	0.111	0.385	NA	"ZNF141, ZNF618, ZKSCAN8, ZNF713, + 39 genes"
"ZBTB47"	"ZBTB47"	129	-1.59	0.111	0.385	NA	"JAK3, PECR, MBD4, AIF1, + 89 genes"
"SLC30A9"	"SLC30A9"	252	-1.6	0.11	0.385	NA	"ZDHHC4, C12orf66, MMGT1, CSDE1, + 162 genes"
"SMAD5"	"SMAD5"	48	-1.61	0.108	0.382	NA	"BBS10, FUBP3, STRN3, RPL10A, + 36 genes"
"ZNF618"	"ZNF618"	59	-1.61	0.107	0.377	NA	"WDR88, ATP6V1E1, ARHGEF11, ZNF660, + 42 genes"
"ZXDC"	"ZXDC"	66	-1.61	0.106	0.377	NA	"TSC2, RALA, ARPC1B, DDX17, + 51 genes"
"ZNF354C"	"ZNF354C"	35	-1.62	0.106	0.377	NA	"ZNF236, ORMDL2, ZNF740, PSMA5, + 30 genes"
"TOX"	"TOX"	74	-1.62	0.105	0.377	NA	"C1S, CLPTM1, NUP210, NXPE3, + 47 genes"
"CREM"	"CREM"	93	-1.62	0.104	0.377	NA	"EXOC7, DPH3, MT1M, BDKRB2, + 62 genes"
"THAP1"	"THAP1"	48	-1.63	0.104	0.377	NA	"UBE2V2, LCMT2, ZMIZ2, MRPS22, + 25 genes"
"FOXF2"	"FOXF2"	34	-1.63	0.104	0.377	NA	"PDZD4, CPXM2, PRELP, PLAC9, + 20 genes"
"ZNF148"	"ZNF148"	71	-1.63	0.103	0.377	NA	"RUSC1, PIK3CB, HOMER1, NAPEPLD, + 56 genes"
"RORA"	"RORA"	61	-1.64	0.1	0.368	NA	"TOMM40, TCP11L2, MEF2A, HERC3, + 47 genes"
"ZNF280D"	"ZNF280D"	55	-1.64	0.1	0.368	NA	"NF2, SENP7, INTS8, EIF3B, + 42 genes"
"ZSCAN32"	"ZSCAN32"	28	-1.65	0.0988	0.367	NA	"ZSCAN29, BBS1, PPIAP22, PKN1, + 21 genes"
"SMAD7"	"SMAD7"	45	-1.65	0.098	0.365	NA	"RMND1, DNAH9, SQSTM1, INPP5A, + 30 genes"
"ZNF664"	"ZNF664"	140	-1.67	0.0943	0.354	NA	"RNF40, ABAT, MCCC1, RBM22, + 95 genes"
"ZBED3"	"ZBED3"	62	-1.68	0.0933	0.352	NA	"MCCC2, ZBED3-AS1, ZYX, CMTM7, + 42 genes"
"ZKSCAN7"	"ZKSCAN7"	43	-1.68	0.0931	0.352	NA	"EIF3H, HPRT1, LRRC14, RNF187, + 29 genes"
"CEBPZ"	"CEBPZ"	90	-1.69	0.0918	0.349	NA	"NSRP1, PGLS, SLC39A3, MOB4, + 59 genes"
"CEBPA"	"CEBPA"	30	-1.69	0.091	0.348	NA	"ASCL2, CHMP4C, ITGAX, ITGB8, + 15 genes"
"ZNF189"	"ZNF189"	37	-1.7	0.0886	0.343	NA	"RPGR, NME2, MTMR10, SENP6, + 26 genes"
"ZNF24"	"ZNF24"	43	-1.71	0.0869	0.339	NA	"ALG10B, TRIP11, UBE3A, ZMYM2, + 36 genes"
"NKX3-1"	"NKX3-1"	30	-1.72	0.0863	0.338	NA	"SLC2A9, FAM126A, VIPAS39, ISCA2, + 12 genes"
"ZNF518A"	"ZNF518A"	113	-1.72	0.0851	0.335	NA	"RFX3-AS1, COX10-AS1, FAM214A, ZNRD1ASP, + 96 genes"
"ZBTB37"	"ZBTB37"	31	-1.74	0.0825	0.328	NA	"ZNF445, ZNF333, MYL12A, ZNF736, + 20 genes"
"NFATC1"	"NFATC1"	101	-1.75	0.0809	0.323	NA	"PLAC9, R3HDM2, LRRC3, CIAO1, + 59 genes"
"TRPS1"	"TRPS1"	41	-1.75	0.0809	0.323	NA	"GSTO1, ZNF445, GRINA, KLHL28, + 23 genes"
"FOSB"	"FOSB"	42	-1.75	0.0804	0.323	NA	"KLF2, IQCN, GRK5, PPP1R15A, + 23 genes"
"SMAD1"	"SMAD1"	111	-1.76	0.078	0.318	NA	"RUVBL2, POM121, C14orf132, GTF2I, + 91 genes"
"ZNF248"	"ZNF248"	62	-1.78	0.0755	0.309	NA	"ID2-AS1, LINC02021, IFT172, SCAND2P, + 50 genes"
"KLF13"	"KLF13"	87	-1.78	0.0753	0.309	NA	"TMEM221, FBH1, MAST1, PIN4, + 66 genes"
"ZNF391"	"ZNF391"	32	-1.81	0.071	0.295	NA	"TTC23, RELB, NKX2-8, LMNA, + 23 genes"
"ZNF512B"	"ZNF512B"	103	-1.81	0.0708	0.295	NA	"INTS3, NTAN1, B3GNT9, HLA-DRB1, + 78 genes"
"ZNF331"	"ZNF331"	28	-1.82	0.0691	0.291	NA	"HNRNPH3, GPRASP1, PPP1R14B, TMEM67, + 14 genes"
"NFYB"	"NFYB"	77	-1.83	0.0678	0.287	NA	"CNOT7, C10orf25, PPIL4, SLC9A1, + 45 genes"
"KLF9"	"KLF9"	26	-1.86	0.063	0.269	NA	"TSC22D3, LONRF3, IMPA1, RAB28, + 14 genes"
"SALL2"	"SALL2"	118	-1.88	0.0602	0.258	NA	"PEX5, C15orf48, RNF20, EIF4EBP1, + 77 genes"
"PRDM2"	"PRDM2"	61	-1.88	0.06	0.258	NA	"CHD6, SNIP1, CCDC171, GJA1, + 50 genes"
"ZNF644"	"ZNF644"	111	-1.88	0.0597	0.258	NA	"EDEM3, BCLAF1, MIER3, NSD3, + 88 genes"
"RORC"	"RORC"	43	-1.89	0.0584	0.257	NA	"CLTRN, PIGV, TSSK6, COG8, + 38 genes"
"ZNF22"	"ZNF22"	88	-1.91	0.0564	0.252	NA	"MORN2, BIVM, RNASEH1-AS1, MSRB2, + 67 genes"
"ZNF717"	"ZNF717"	53	-1.92	0.0553	0.248	NA	"POC1B-AS1, ZBED8, ZNF337-AS1, MRPL49, + 37 genes"
"CEBPG"	"CEBPG"	118	-1.92	0.0544	0.245	NA	"MCF2L-AS1, PAIP1, HAUS4, CERS1, + 68 genes"
"HMBOX1"	"HMBOX1"	63	-1.94	0.0527	0.239	NA	"INTS14, TSN, PLIN3, ZNF546, + 45 genes"
"THAP6"	"THAP6"	61	-1.94	0.0526	0.239	NA	"CDC23, B4GALT2, CLSTN1, PNPLA6, + 45 genes"
"ZNF639"	"ZNF639"	56	-1.94	0.0518	0.237	NA	"PCNX3, TRPV4, UBE2V2, TAS1R3, + 34 genes"
"MEOX2"	"MEOX2"	72	-1.96	0.0506	0.233	NA	"RHOJ, PDZD4, LGI4, NRN1, + 46 genes"
"ZNF765"	"ZNF765"	26	-1.96	0.0504	0.233	NA	"FBXO2, ZNF761, HDGFL2, ZNF525, + 20 genes"
"FOXE1"	"FOXE1"	59	-1.96	0.05	0.233	NA	"CES4A, ANKEF1, UBE2O, GAPVD1, + 46 genes"
"RBAK"	"RBAK"	32	-1.96	0.0496	0.233	NA	"GRPEL2, ZSWIM6, ZNF510, SEPSECS, + 23 genes"
"PAX8"	"PAX8"	109	-1.96	0.0496	0.233	NA	"MKS1, PNPLA7, TMED6, FOXE1, + 90 genes"
"TRERF1"	"TRERF1"	178	-1.97	0.0489	0.233	NA	"SLC9A9, NXPE3, APEH, TMEM17, + 106 genes"
"ID3"	"ID3"	44	-1.97	0.0485	0.233	NA	"ID1, KDELR2, SLC39A7, ANP32E, + 37 genes"
"RXRA"	"RXRA"	65	-1.98	0.0481	0.233	NA	"SLC29A4, ATP1A1, NATD1, BUB1, + 48 genes"
"ZNF708"	"ZNF708"	36	-1.98	0.0479	0.233	NA	"ZFP30, ZNF626, ZNF253, ZNF510, + 29 genes"
"ZBTB26"	"ZBTB26"	78	-1.98	0.0476	0.233	NA	"RHOG, C11orf24, TWF2, MTX3, + 67 genes"
"TBPL1"	"TBPL1"	93	-1.99	0.0471	0.232	NA	"HELLPAR, WASHC3, EXOSC3, METTL21A, + 65 genes"
"ZNF853"	"ZNF853"	102	-2	0.0457	0.227	NA	"MED22, RIMS3, TIA1, FAM168B, + 52 genes"
"ZNF568"	"ZNF568"	45	-2	0.0457	0.227	NA	"USP30, ZFP30, IRAK1BP1, FAM161B, + 36 genes"
"SP3"	"SP3"	183	-2.01	0.0444	0.223	NA	"RSRC1, PHF3, KIAA1586, NIPBL, + 148 genes"
"CREB3L2"	"CREB3L2"	183	-2.03	0.0423	0.213	NA	"COG6, NME3, PRR3, SEC24A, + 147 genes"
"FOXJ3"	"FOXJ3"	121	-2.03	0.0422	0.213	NA	"NIPBL, SQOR, ISG15, RBM41, + 101 genes"
"SRF"	"SRF"	53	-2.03	0.0419	0.213	NA	"AMOTL2, AKIRIN1, RPGR, WBP4, + 39 genes"
"ZHX1"	"ZHX1"	106	-2.05	0.04	0.206	NA	"NFKBIE, MOSPD3, PRKAR2A, FOXE1, + 82 genes"
"ZNF131"	"ZNF131"	59	-2.07	0.0384	0.2	NA	"AMMECR1L, HSPA14, ZBTB1, SLC22A15, + 40 genes"
"MTF1"	"MTF1"	79	-2.09	0.0366	0.193	NA	"RANGRF, DDAH2, TBCCD1, TRMT112, + 66 genes"
"LRRFIP1"	"LRRFIP1"	86	-2.09	0.0364	0.193	NA	"SLC22A15, APEH, SMYD5, RORA, + 55 genes"
"PRDM5"	"PRDM5"	133	-2.09	0.0363	0.193	NA	"SAC3D1, HSPA4L, ANXA11, HOMER1, + 113 genes"
"ZNF45"	"ZNF45"	110	-2.11	0.0348	0.191	NA	"RNF181, RTL8C, DNAJC14, RPS8, + 93 genes"
"NFIA"	"NFIA"	119	-2.12	0.0342	0.189	NA	"TPMT, MAFTRR, GORASP2, ARNTL2, + 74 genes"
"ZBTB16"	"ZBTB16"	25	-2.12	0.0337	0.188	NA	"KLF15, KLF13, FOXO1, ANKS1A, + 18 genes"
"IKZF5"	"IKZF5"	41	-2.12	0.0336	0.188	NA	"ACTR1A, CEP44, CREBRF, TTC33, + 32 genes"
"SMARCA1"	"SMARCA1"	212	-2.13	0.0332	0.187	NA	"CAP2, RPL28, SIPA1, MARVELD1, + 156 genes"
"ZNF680"	"ZNF680"	136	-2.14	0.032	0.183	NA	"B4GALT2, SIPA1, MTX3, KRIT1, + 106 genes"
"MXD1"	"MXD1"	71	-2.15	0.0317	0.182	NA	"PSME4, MRM1, C9orf72, CRYGN, + 48 genes"
"ZBTB40"	"ZBTB40"	87	-2.15	0.0316	0.182	NA	"BBS1, ARMC10, HSD17B1P1, PDCL3, + 73 genes"
"EBF4"	"EBF4"	234	-2.16	0.0312	0.182	NA	"WNT4, GPR37L1, INPPL1, ZSCAN1, + 159 genes"
"ZNF25"	"ZNF25"	32	-2.17	0.03	0.177	NA	"SAC3D1, FERMT2, RUFY2, ZNF585A, + 26 genes"
"ZNF559"	"ZNF559"	37	-2.17	0.03	0.177	NA	"METTL25, ZBED5, GPBP1, PGBD1, + 24 genes"
"NR3C2"	"NR3C2"	56	-2.19	0.0284	0.17	NA	"ABI3, PHF3, RBL2, ATP1A1, + 33 genes"
"ZSCAN25"	"ZSCAN25"	63	-2.21	0.0271	0.163	NA	"PSPH, SQOR, KIAA0556, RPAP1, + 54 genes"
"ZNF674"	"ZNF674"	53	-2.22	0.0265	0.161	NA	"TWF2, MTX3, KRIT1, RORA, + 45 genes"
"ESR2"	"ESR2"	101	-2.24	0.0248	0.155	NA	"TOX, FGD2, KDM2B, KIF19, + 67 genes"
"ZNF737"	"ZNF737"	61	-2.27	0.0232	0.145	NA	"SRM, DCLRE1A, RANGAP1, PIAS1, + 49 genes"
"ZBTB25"	"ZBTB25"	77	-2.29	0.0223	0.141	NA	"PPRC1, PUF60, FEZ2, DNMT3B, + 49 genes"
"SMAD4"	"SMAD4"	62	-2.29	0.0222	0.141	NA	"MLKL, GLRX, GEMIN4, SLC12A5, + 53 genes"
"ZNF181"	"ZNF181"	36	-2.31	0.0209	0.135	NA	"ZNF596, ZNF302, ZNF571, ZNF546, + 30 genes"
"PRDM6"	"PRDM6"	42	-2.32	0.0202	0.132	NA	"ZFHX4, RBBP7, CMAHP, LGALSL, + 34 genes"
"GABPA"	"GABPA"	43	-2.32	0.0202	0.132	NA	"CTDSPL2, GCHFR, CEP44, TMEM64, + 32 genes"
"MLXIP"	"MLXIP"	56	-2.32	0.0201	0.132	NA	"CELF1, USP40, NAP1L1, POMT2, + 35 genes"
"KLF15"	"KLF15"	45	-2.33	0.0199	0.132	NA	"KCND1, IL27RA, TACC2, GPAT3, + 28 genes"
"BMPR1A"	"BMPR1A"	25	-2.33	0.0199	0.132	NA	"CDC45, ALDH18A1, ZFAND4, HAGHL, + 14 genes"
"MLLT1"	"MLLT1"	51	-2.33	0.0198	0.132	NA	"FEM1A, GTF3C1, ERGIC2, LACTB2, + 37 genes"
"FOXO1"	"FOXO1"	110	-2.35	0.019	0.131	NA	"BLVRA, LLGL2, MTMR10, NECTIN3, + 88 genes"
"MEIS1"	"MEIS1"	45	-2.37	0.0176	0.122	NA	"CITED1, LRRC8C-DT, MFSD6, ITIH3, + 25 genes"
"ZNF44"	"ZNF44"	31	-2.38	0.0174	0.121	NA	"EFCAB6, TRIM66, ZNF551, ZNF471, + 23 genes"
"NFATC3"	"NFATC3"	100	-2.39	0.0168	0.118	NA	"NUP155, SSB, ZBTB7A, TAF10, + 77 genes"
"THAP5"	"THAP5"	55	-2.39	0.0168	0.118	NA	"ACAP3, ARL5A, TAF15, LMBRD2, + 42 genes"
"EGR2"	"EGR2"	28	-2.39	0.0166	0.118	NA	"IQCN, CRISPLD1, STN1, AKAP12, + 21 genes"
"ZFP3"	"ZFP3"	44	-2.4	0.0166	0.118	NA	"TAGLN2, CLIC1, KLF16, C17orf80, + 32 genes"
"SP2"	"SP2"	149	-2.41	0.016	0.117	NA	"FBH1, THTPA, LARS2, PFDN6, + 128 genes"
"ZNF429"	"ZNF429"	30	-2.41	0.016	0.117	NA	"FOXO1, FADS3, CKLF, MYL12A, + 24 genes"
"ZSCAN21"	"ZSCAN21"	52	-2.42	0.0157	0.116	NA	"FAM216A, ZNF333, GUSBP1, TTLL9, + 43 genes"
"ZNF275"	"ZNF275"	121	-2.5	0.0124	0.0944	NA	"RPLP0, SSB, GPR160, RPL10A, + 98 genes"
"NFXL1"	"NFXL1"	149	-2.55	0.0109	0.0857	NA	"HEATR5A, CNPY3, LINC01881, FIBP, + 121 genes"
"ZNF652"	"ZNF652"	81	-2.58	0.00999	0.0798	NA	"H2AFV, ZNF710-AS1, DTD2, TRERF1, + 55 genes"
"ZNF641"	"ZNF641"	76	-2.58	0.00997	0.0798	NA	"MIR635, ITGB1BP1, ZBTB40, VAMP8, + 63 genes"
"TSHZ1"	"TSHZ1"	28	-2.59	0.00947	0.0769	NA	"RAPGEF2, ARPC5L, SNED1, VWA8, + 18 genes"
"ZNF396"	"ZNF396"	96	-2.64	0.00818	0.0683	NA	"BBS4, TRAM1L1, FBXO9, KLF16, + 73 genes"
"MYNN"	"MYNN"	44	-2.65	0.0081	0.0683	NA	"NLRX1, TMEM168, EVI5L, FBXO30, + 25 genes"
"SNAI1"	"SNAI1"	50	-2.65	0.00807	0.0683	NA	"ECHDC1, ERVMER34-1, VPS11, RENBP, + 29 genes"
"SMAD2"	"SMAD2"	95	-2.65	0.00802	0.0683	NA	"MTIF2, ACADL, SLC12A5, RAB2A, + 78 genes"
"ZC3H8"	"ZC3H8"	73	-2.67	0.00754	0.066	NA	"LINC00467, METAP1D, RBM48, MTRF1, + 62 genes"
"CASZ1"	"CASZ1"	54	-2.67	0.0075	0.066	NA	"MAK, DOT1L, NSMCE2, RCAN1, + 44 genes"
"ZSCAN5A"	"ZSCAN5A"	73	-2.68	0.00746	0.066	NA	"TSPAN7, CKLF-CMTM1, SGMS1, CFAP45, + 55 genes"
"ZXDB"	"ZXDB"	167	-2.68	0.00726	0.066	NA	"UHRF1BP1L, KLF13, GRK2, CHML, + 146 genes"
